Timing info

         851863 function calls (849405 primitive calls) in 22.520 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1325    0.001    0.000    0.003    0.000 Queue.py:227(_get)
      129    0.002    0.000    0.003    0.000 BasicFunctions.py:58(sobelY_mask)
        1    0.003    0.003    0.003    0.003 fftpack.py:32(<module>)
        1    0.003    0.003    0.003    0.003 pool.py:11(<module>)
        1    0.002    0.002    0.003    0.003 scanner.py:2(<module>)
        1    0.003    0.003    0.003    0.003 _pylab_helpers.py:3(<module>)
      421    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
        1    0.003    0.003    0.003    0.003 minpack.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pyparsing.py:3471(makeHTMLTags)
        1    0.000    0.000    0.003    0.003 pyparsing.py:3442(_makeTags)
      203    0.001    0.000    0.003    0.000 utils.py:113(deprecate)
        7    0.000    0.000    0.003    0.000 pyparsing.py:1695(__init__)
      418    0.003    0.000    0.003    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.003    0.003 fractions.py:4(<module>)
     7519    0.002    0.000    0.003    0.000 {all}
        1    0.003    0.003    0.003    0.003 spectral.py:2(<module>)
        1    0.002    0.002    0.003    0.003 _adapthist.py:15(<module>)
2591/2549    0.002    0.000    0.002    0.000 {issubclass}
        1    0.002    0.002    0.002    0.002 tnc.py:33(<module>)
        1    0.002    0.002    0.002    0.002 logistic.py:3(<module>)
        1    0.002    0.002    0.002    0.002 loader.py:1(<module>)
       46    0.002    0.000    0.002    0.000 {dir}
     6337    0.002    0.000    0.002    0.000 {method 'release' of 'thread.lock' objects}
       79    0.000    0.000    0.002    0.000 docstring.py:128(<lambda>)
        1    0.002    0.002    0.002    0.002 signaltools.py:4(<module>)
        1    0.000    0.000    0.002    0.002 urlparse.py:29(<module>)
     1325    0.002    0.000    0.002    0.000 {_heapq.heappop}
        1    0.002    0.002    0.002    0.002 api.py:1(<module>)
        1    0.002    0.002    0.002    0.002 random.py:4(<module>)
        1    0.000    0.000    0.002    0.002 _axes.py:51(Axes)
       54    0.000    0.000    0.002    0.000 pyplot.py:2409(<lambda>)
        1    0.002    0.002    0.002    0.002 flinalg.py:5(<module>)
        1    0.000    0.000    0.002    0.002 version.py:27(<module>)
       36    0.002    0.000    0.002    0.000 {method 'encode' of 'ImagingEncoder' objects}
        1    0.002    0.002    0.002    0.002 rfe.py:7(<module>)
        1    0.000    0.000    0.002    0.002 PpmImagePlugin.py:18(<module>)
       72    0.000    0.000    0.002    0.000 cm.py:51(_reverse_cmap_spec)
       40    0.000    0.000    0.002    0.000 core.py:109(get_object_signature)
        1    0.000    0.000    0.002    0.002 ssl.py:88(<module>)
     2375    0.001    0.000    0.002    0.000 sre_parse.py:206(match)
      297    0.002    0.000    0.002    0.000 {numpy.core.multiarray.empty}
       11    0.000    0.000    0.002    0.000 decorator.py:148(make)
        1    0.000    0.000    0.002    0.002 my_exceptions.py:3(<module>)
        2    0.000    0.000    0.002    0.001 random.py:91(__init__)
        2    0.000    0.000    0.002    0.001 random.py:100(seed)
      128    0.001    0.000    0.002    0.000 FindEyes.py:303(cellTLs2ctrs)
       99    0.000    0.000    0.002    0.000 _distn_infrastructure.py:611(__init__)
       23    0.000    0.000    0.002    0.000 core.py:6063(__init__)
        1    0.000    0.000    0.002    0.002 encoder.py:2(<module>)
      512    0.002    0.000    0.002    0.000 BasicFunctions.py:120(px2cell)
      203    0.002    0.000    0.002    0.000 utils.py:69(__call__)
        1    0.000    0.000    0.002    0.002 table.py:21(<module>)
       23    0.000    0.000    0.002    0.000 core.py:6068(getdoc)
       67    0.002    0.000    0.002    0.000 cm.py:34(revcmap)
        1    0.000    0.000    0.002    0.002 {method 'encode' of 'unicode' objects}
        1    0.000    0.000    0.002    0.002 __init__.py:71(search_function)
        4    0.000    0.000    0.002    0.000 tempfile.py:478(TemporaryFile)
        1    0.000    0.000    0.002    0.002 my_exceptions.py:75(_mk_common_exceptions)
      126    0.000    0.000    0.002    0.000 rcsetup.py:237(validate_color)
        2    0.000    0.000    0.002    0.001 pyparsing.py:3359(srange)
        1    0.000    0.000    0.002    0.002 scorer.py:14(<module>)
        5    0.000    0.000    0.002    0.000 warnings.py:49(filterwarnings)
        1    0.002    0.002    0.002    0.002 csv.py:4(<module>)
        6    0.001    0.000    0.002    0.000 patches.py:1703(_pprint_styles)
      401    0.002    0.000    0.002    0.000 function_base.py:1644(__init__)
        1    0.002    0.002    0.002    0.002 gzip.py:4(<module>)
      263    0.001    0.000    0.002    0.000 warnings.py:78(simplefilter)
        1    0.002    0.002    0.002    0.002 matfuncs.py:3(<module>)
     5008    0.002    0.000    0.002    0.000 threading.py:64(_note)
        4    0.000    0.000    0.002    0.000 tempfile.py:230(_mkstemp_inner)
        7    0.000    0.000    0.002    0.000 nonlin.py:1488(_nonlin_wrapper)
       50    0.001    0.000    0.002    0.000 colors.py:334(to_rgba)
        1    0.000    0.000    0.002    0.002 _plotutils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fixes.py:5(<module>)
        1    0.002    0.002    0.002    0.002 distance.py:63(<module>)
       65    0.000    0.000    0.002    0.000 pyparsing.py:830(copy)
        1    0.000    0.000    0.002    0.002 ImageFile.py:259(load_prepare)
        1    0.002    0.002    0.002    0.002 {PIL._imaging.new}
       48    0.002    0.000    0.002    0.000 my_exceptions.py:53(_mk_exception)
     9039    0.002    0.000    0.002    0.000 {callable}
      174    0.000    0.000    0.002    0.000 colors.py:214(is_color_like)
        6    0.000    0.000    0.002    0.000 <string>:1(non_reentrant)
    24/12    0.000    0.000    0.002    0.000 pyparsing.py:2478(parseImpl)
        1    0.001    0.001    0.002    0.002 scale.py:1(<module>)
       65    0.000    0.000    0.002    0.000 copy.py:66(copy)
      145    0.000    0.000    0.001    0.000 re.py:138(match)
        1    0.001    0.001    0.001    0.001 bisect.py:1(<module>)
     1459    0.001    0.000    0.001    0.000 artist.py:991(is_alias)
     3588    0.001    0.000    0.001    0.000 {round}
       26    0.000    0.000    0.001    0.000 pyparsing.py:2814(parseImpl)
        1    0.000    0.000    0.001    0.001 colorconv.py:52(<module>)
        1    0.000    0.000    0.001    0.001 pyplot.py:1781(get_plot_commands)
       40    0.000    0.000    0.001    0.000 _inspect.py:120(getargspec)
       16    0.000    0.000    0.001    0.000 _version.py:55(__init__)
        1    0.001    0.001    0.001    0.001 shutil.py:5(<module>)
        1    0.001    0.001    0.001    0.001 zeros.py:1(<module>)
        2    0.001    0.001    0.001    0.001 {function seed at 0x103dc8a28}
       18    0.000    0.000    0.001    0.000 cbook.py:189(deprecate)
      174    0.001    0.000    0.001    0.000 colors.py:265(to_rgb)
        1    0.001    0.001    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 version.py:63(StrictVersion)
        1    0.000    0.000    0.001    0.001 _multivariate.py:4(<module>)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:2622(parseImpl)
      144    0.000    0.000    0.001    0.000 colors.py:676(__init__)
        4    0.000    0.000    0.001    0.000 pyparsing.py:3002(__init__)
        2    0.000    0.000    0.001    0.001 pyparsing.py:2764(parseImpl)
      858    0.001    0.000    0.001    0.000 six.py:180(find_module)
        7    0.000    0.000    0.001    0.000 rcsetup.py:270(validate_colorlist)
       31    0.001    0.000    0.001    0.000 _inspect.py:61(getargs)
      8/4    0.000    0.000    0.001    0.000 pyparsing.py:2628(leaveWhitespace)
        1    0.000    0.000    0.001    0.001 urllib2.py:854(AbstractBasicAuthHandler)
        1    0.000    0.000    0.001    0.001 rfc822.py:71(<module>)
       27    0.001    0.000    0.001    0.000 scorer.py:245(make_scorer)
        1    0.001    0.001    0.001    0.001 {numpy.core.multiarray.fromstring}
        3    0.000    0.000    0.001    0.000 <string>:1(_held_figure)
        1    0.000    0.000    0.001    0.001 artist.py:877(ArtistInspector)
     3782    0.001    0.000    0.001    0.000 {method 'iteritems' of 'dict' objects}
      178    0.000    0.000    0.001    0.000 abc.py:89(<genexpr>)
        1    0.001    0.001    0.001    0.001 rfc822.py:85(Message)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
       34    0.000    0.000    0.001    0.000 pyparsing.py:1226(__add__)
     2322    0.001    0.000    0.001    0.000 _ni_support.py:90(_check_axis)
     2322    0.001    0.000    0.001    0.000 _ni_support.py:38(_extend_mode_to_code)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        4    0.000    0.000    0.001    0.000 tempfile.py:135(next)
      351    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
       24    0.000    0.000    0.001    0.000 pyparsing.py:2729(parseImpl)
       11    0.001    0.000    0.001    0.000 {compile}
        1    0.000    0.000    0.001    0.001 colors.py:48(<module>)
      569    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.001    0.001 path.py:13(<module>)
     15/9    0.000    0.000    0.001    0.000 pyparsing.py:2334(copy)
       11    0.000    0.000    0.001    0.000 decorator.py:87(__init__)
       34    0.000    0.000    0.001    0.000 pyparsing.py:2351(__init__)
        4    0.000    0.000    0.001    0.000 tempfile.py:124(rng)
       17    0.000    0.000    0.001    0.000 abc.py:105(register)
       51    0.000    0.000    0.001    0.000 nosetester.py:181(__init__)
      270    0.001    0.000    0.001    0.000 sre_compile.py:428(_simple)
        1    0.001    0.001    0.001    0.001 __init__.py:24(<module>)
       98    0.001    0.000    0.001    0.000 docstring.py:44(__call__)
       13    0.000    0.000    0.001    0.000 six.py:564(with_metaclass)
     1325    0.001    0.000    0.001    0.000 Queue.py:221(_qsize)
       63    0.001    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       41    0.000    0.000    0.001    0.000 pyparsing.py:2234(__init__)
       13    0.000    0.000    0.001    0.000 basic.py:313(inv)
      262    0.001    0.000    0.001    0.000 warnings.py:343(__enter__)
     1019    0.001    0.000    0.001    0.000 sre_parse.py:149(append)
    28/18    0.000    0.000    0.001    0.000 abc.py:148(__subclasscheck__)
      4/2    0.000    0.000    0.001    0.000 compressed.py:24(__init__)
      144    0.001    0.000    0.001    0.000 colors.py:502(__init__)
     1942    0.001    0.000    0.001    0.000 {method 'startswith' of 'unicode' objects}
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
      258    0.001    0.000    0.001    0.000 BasicFunctions.py:115(tl2center)
      410    0.001    0.000    0.001    0.000 {method 'mro' of 'type' objects}
      269    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.001    0.001 patches.py:2965(ArrowStyle)
     1308    0.001    0.000    0.001    0.000 sre_parse.py:137(__len__)
      840    0.000    0.000    0.001    0.000 <string>:8(__new__)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:3(<module>)
      381    0.001    0.000    0.001    0.000 {method 'join' of 'unicode' objects}
     1049    0.001    0.000    0.001    0.000 inspect.py:142(isfunction)
      130    0.001    0.000    0.001    0.000 pyparsing.py:807(__init__)
        1    0.000    0.000    0.001    0.001 path.py:990(_define_deprecated_functions)
        1    0.000    0.000    0.001    0.001 markers.py:78(<module>)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
      840    0.001    0.000    0.001    0.000 inspect.py:67(ismethod)
       13    0.000    0.000    0.001    0.000 path.py:103(__init__)
      8/4    0.000    0.000    0.001    0.000 pyparsing.py:2261(leaveWhitespace)
       65    0.000    0.000    0.001    0.000 copy.py:306(_reconstruct)
      257    0.001    0.000    0.001    0.000 index_tricks.py:650(__getitem__)
       90    0.001    0.000    0.001    0.000 rcsetup.py:77(validate_bool)
       35    0.000    0.000    0.001    0.000 pyparsing.py:2607(__init__)
      512    0.001    0.000    0.001    0.000 BasicFunctions.py:125(cell2px)
        1    0.000    0.000    0.001    0.001 version.py:228(LooseVersion)
       64    0.000    0.000    0.001    0.000 functools.py:17(update_wrapper)
      596    0.001    0.000    0.001    0.000 {abs}
      262    0.001    0.000    0.001    0.000 warnings.py:359(__exit__)
        1    0.000    0.000    0.001    0.001 PngImagePlugin.py:34(<module>)
      424    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 decorator.py:29(<module>)
      160    0.000    0.000    0.001    0.000 cbook.py:681(is_string_like)
       55    0.000    0.000    0.001    0.000 docstring.py:88(__call__)
        1    0.000    0.000    0.001    0.001 markers.py:97(MarkerStyle)
        1    0.000    0.000    0.001    0.001 calendar.py:6(<module>)
        8    0.000    0.000    0.001    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.001    0.001 geo.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sputils.py:2(<module>)
        1    0.001    0.001    0.001    0.001 ImageFilter.py:18(<module>)
        2    0.000    0.000    0.001    0.000 _distn_infrastructure.py:3169(get_distribution_names)
        1    0.000    0.000    0.001    0.001 image.py:5(<module>)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
        3    0.001    0.000    0.001    0.000 {posix.urandom}
       18    0.000    0.000    0.001    0.000 textwrap.py:374(dedent)
      462    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 offsetbox.py:15(<module>)
  254/252    0.000    0.000    0.001    0.000 pyparsing.py:283(__init__)
      686    0.001    0.000    0.001    0.000 sre_parse.py:92(__init__)
       31    0.000    0.000    0.001    0.000 _inspect.py:159(formatargspec)
      485    0.000    0.000    0.001    0.000 urllib.py:1221(<genexpr>)
      840    0.000    0.000    0.001    0.000 inspect.py:209(iscode)
      706    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
       92    0.000    0.000    0.001    0.000 sre_parse.py:189(__init__)
        1    0.000    0.000    0.001    0.001 dviread.py:20(<module>)
       65    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.001    0.001 process.py:35(<module>)
      379    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      911    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 patches.py:1666(_pprint_table)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
     1449    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1792(BoxStyle)
       40    0.000    0.000    0.000    0.000 pyparsing.py:1846(parseImpl)
